run_id,phi,meas_phi,regul_phi,OBGNME,H01_1,H01_2,H01_3,H01_4,H01_5,H01_6,H01_7,H01_8,H01_9,H01_10,H02_1,H02_2,H02_3,H02_4,H02_5,H02_6,H02_7,H02_8,H02_9,H02_10
108,97.9849974366981,97.9849974366981,0,97.9849974366981,1,2.898,4.795,6.693,8.591,10.488,12.386,14.283,16.181,18.079,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
109,121.021734723603,121.021734723603,0,121.021734723603,1,3.087,5.173,7.26,9.346,11.433,13.52,15.606,17.693,19.78,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
110,146.498994775375,146.498994775375,0,146.498994775375,1,3.276,5.551,7.827,10.102,12.378,14.654,16.929,19.205,21.48,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
111,174.414030328786,174.414030328786,0,174.414030328786,1,3.465,5.929,8.394,10.858,13.323,15.787,18.252,20.717,23.181,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
112,204.764833917302,204.764833917302,0,204.764833917302,1,3.654,6.307,8.961,11.614,14.268,16.921,19.575,22.228,24.882,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
113,237.54990793812,237.54990793812,0,237.54990793812,1,3.843,6.685,9.528,12.37,15.213,18.055,20.898,23.74,26.583,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
114,272.722811370058,272.722811370058,0,272.722811370058,1,4.031,7.063,10.094,13.126,16.157,19.189,22.22,25.252,28.283,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
115,310.370251899699,310.370251899699,0,310.370251899699,1,4.22,7.441,10.661,13.882,17.102,20.323,23.543,26.764,29.984,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
116,350.449265353088,350.449265353088,0,350.449265353088,1,4.409,7.819,11.228,14.638,18.047,21.457,24.866,28.276,31.685,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
117,392.959311549119,392.959311549119,0,392.959311549119,1,4.598,8.197,11.795,15.394,18.992,22.591,26.189,29.787,33.386,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
118,437.899959817872,437.899959817872,0,437.899959817872,1,4.787,8.575,12.362,16.15,19.937,23.724,27.512,31.299,35.087,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
119,485.270863552262,485.270863552262,0,485.270863552262,1,4.976,8.953,12.929,16.906,20.882,24.858,28.835,32.811,36.787,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
120,535.071743300939,535.071743300939,0,535.071743300939,1,5.165,9.331,13.496,17.661,21.827,25.992,30.157,34.323,38.488,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
121,587.30236854448,587.30236854448,0,587.30236854448,1,5.354,9.709,14.063,18.417,22.772,27.126,31.48,35.835,40.189,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
122,641.962553943765,641.962553943765,0,641.962553943765,1,5.543,10.087,14.63,19.173,23.717,28.26,32.803,37.346,41.89,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
123,699.006820951149,699.006820951149,0,699.006820951149,1,5.732,10.465,15.197,19.929,24.661,29.394,34.126,38.858,43.591,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
124,758.523796681136,758.523796681136,0,758.523796681136,1,5.921,10.843,15.764,20.685,25.606,30.528,35.449,40.37,45.291,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
125,820.469944290369,820.469944290369,0,820.469944290369,1,6.11,11.22,16.331,21.441,26.551,31.661,36.772,41.882,46.992,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
126,884.845173293262,884.845173293262,0,884.845173293262,1,6.299,11.598,16.898,22.197,27.496,32.795,38.094,43.394,48.693,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
127,951.649412287817,951.649412287817,0,951.649412287817,1,6.488,11.976,17.465,22.953,28.441,33.929,39.417,44.906,50.394,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
128,1020.84973566843,1020.84973566843,0,1020.84973566843,1,6.677,12.354,18.031,23.709,29.386,35.063,40.74,46.417,52.094,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
129,1092.51068292486,1092.51068292486,0,1092.51068292486,1,6.866,12.732,18.598,24.465,30.331,36.197,42.063,47.929,53.795,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
130,1166.60048429208,1166.60048429208,0,1166.60048429208,1,7.055,13.11,19.165,25.22,31.276,37.331,43.386,49.441,55.496,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
131,1243.05866066369,1243.05866066369,0,1243.05866066369,1,7.244,13.488,19.732,25.976,32.22,38.465,44.709,50.953,57.197,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
132,1322.00417628496,1322.00417628496,0,1322.00417628496,1,7.433,13.866,20.299,26.732,33.165,39.598,46.031,52.465,58.898,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
133,1403.37845413561,1403.37845413561,0,1403.37845413561,1,7.622,14.244,20.866,27.488,34.11,40.732,47.354,53.976,60.598,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
134,1487.18147247822,1487.18147247822,0,1487.18147247822,1,7.811,14.622,21.433,28.244,35.055,41.866,48.677,55.488,62.299,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
135,1573.41321643633,1573.41321643633,0,1573.41321643633,1,8,15,22,29,36,43,50,57,64,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
136,1662.07366990346,1662.07366990346,0,1662.07366990346,1,8.189,15.378,22.567,29.756,36.945,44.134,51.323,58.512,65.701,1,4.858,8.717,12.575,16.433,20.291,24.15,28.008,31.866,35.724
